page_date,location,start_time,end_time,title,event_link,summary,image_url
20250403,,,,Lent / Great Lent,https://events.cmu.edu/event/12499-lent-great-lent,,
20250403,Hunt Library Gallery,,,"Like, Totally Transformative: CMU in the 1980s",https://events.cmu.edu/event/10974-like-totally-transformative-cmu-in-the-1980s,"This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,591,559/107_2024.8.26_LikeTotally_WebsiteArtboard_1.p_s_.rev.1725542721.jpg"
20250403,,,,National Arab American Heritage Month,https://events.cmu.edu/event/12523-national-arab-american-heritage-month,,"https://events.cmu.edu/live/image/gid/9/width/200/height/200/crop/1/src_region/0,0,1200,1200/287_UCM-HM24_Arab_American_Heritage_web-1200x1200.rev.1731418919.jpg"
20250403,,,,Spring Carnival; No Classes,https://events.cmu.edu/event/12925-spring-carnival-no-classes,,"https://events.cmu.edu/live/image/gid/8/width/200/height/200/crop/1/src_region/0,0,1080,1080/187_Academic_Calendar.rev.1727815096.png"
20250404,"Hunt Institute for Botanical Documentation, Hunt L...",9 a.m.,5 p.m.,Uncommon Perfection: Illustrations by Derek Norman,https://events.cmu.edu/event/13611-uncommon-perfection-illustrations-by-derek-norman,"In celebration of the recent acquisition of over 200 artworks by Derek Norman, this exhibition highlights work created over the last three decades and reflects his lifelong interest in the beauty of nature.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,28,400,428/498_hibd-norman-bluebells.rev.1740000919.jpg"
20250404,Newell-Simon Hall 4305,11:30 a.m.,1 p.m.,AI-SDM Seminar Series: Deb Roy,https://events.cmu.edu/event/13438-ai-sdm-seminar-series-deb-roy,The AI Institute for Societal Decision Making (AI-SDM) invites you to engage in an intellectual discourse through our biweekly seminar series.,"https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,900,900/455_AI-SDM-logo-final.rev.1738348083.png"
20250404,,3,6 p.m.,(Softball) Chicago vs. Carnegie Mellon,https://events.cmu.edu/event/11786-softball-chicago-vs-carnegie-mellon,,"https://events.cmu.edu/live/image/gid/4/width/200/height/200/crop/1/src_region/0,0,400,400/27_cmu-athletics.rev.1717011793.png"
20250404,"Well-Being Lab, Highmark Center for Health, Wellne...",4,5 p.m.,Snackified and Cozy Study Jams!,https://events.cmu.edu/event/13459-snackified-and-cozy-study-jams,,"https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,1920,1280/460_pexels-almapapi-2396108.rev.1738594344.jpg"
20250404,Virtual via Zoom,4,5:15 p.m.,Black Women’s Support Group (Graduate Students),https://events.cmu.edu/event/13298-black-womens-support-group-graduate-students,"A supportive, virtual space for students who identify as Black women, facilitated by Black female therapists.","https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,600,600/407_CaPS_Calendar_Ombre.rev.1736801401.png"
20250404,"Hunt Library, Fourth Floor",,,Here to Stay: Celebrating 40 Years at the Architecture Archives,https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the,"This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,800,800/38_archarch40_website.rev.1719341395.png"
20250404,,,,Lent / Great Lent,https://events.cmu.edu/event/12499-lent-great-lent,,
20250404,Hunt Library Gallery,,,"Like, Totally Transformative: CMU in the 1980s",https://events.cmu.edu/event/10974-like-totally-transformative-cmu-in-the-1980s,"This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,591,559/107_2024.8.26_LikeTotally_WebsiteArtboard_1.p_s_.rev.1725542721.jpg"
20250404,,,,National Arab American Heritage Month,https://events.cmu.edu/event/12523-national-arab-american-heritage-month,,"https://events.cmu.edu/live/image/gid/9/width/200/height/200/crop/1/src_region/0,0,1200,1200/287_UCM-HM24_Arab_American_Heritage_web-1200x1200.rev.1731418919.jpg"
20250404,,,,Spring Carnival; No Classes,https://events.cmu.edu/event/12925-spring-carnival-no-classes,,"https://events.cmu.edu/live/image/gid/8/width/200/height/200/crop/1/src_region/0,0,1080,1080/187_Academic_Calendar.rev.1727815096.png"
20250405,,Noon,3 p.m.,(Softball) Chicago vs. Carnegie Mellon,https://events.cmu.edu/event/11782-softball-chicago-vs-carnegie-mellon,,"https://events.cmu.edu/live/image/gid/4/width/200/height/200/crop/1/src_region/0,0,400,400/27_cmu-athletics.rev.1717011793.png"
20250405,,2,5 p.m.,(Softball) Chicago vs. Carnegie Mellon,https://events.cmu.edu/event/11781-softball-chicago-vs-carnegie-mellon,,"https://events.cmu.edu/live/image/gid/4/width/200/height/200/crop/1/src_region/0,0,400,400/27_cmu-athletics.rev.1717011793.png"
20250405,"Hunt Library, Fourth Floor",,,Here to Stay: Celebrating 40 Years at the Architecture Archives,https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the,"This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,800,800/38_archarch40_website.rev.1719341395.png"
20250405,,,,Lent / Great Lent,https://events.cmu.edu/event/12499-lent-great-lent,,
20250405,Hunt Library Gallery,,,"Like, Totally Transformative: CMU in the 1980s",https://events.cmu.edu/event/10974-like-totally-transformative-cmu-in-the-1980s,"This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,591,559/107_2024.8.26_LikeTotally_WebsiteArtboard_1.p_s_.rev.1725542721.jpg"
20250405,,,,National Arab American Heritage Month,https://events.cmu.edu/event/12523-national-arab-american-heritage-month,,"https://events.cmu.edu/live/image/gid/9/width/200/height/200/crop/1/src_region/0,0,1200,1200/287_UCM-HM24_Arab_American_Heritage_web-1200x1200.rev.1731418919.jpg"
20250405,,,,Spring Carnival; No Classes,https://events.cmu.edu/event/12925-spring-carnival-no-classes,,"https://events.cmu.edu/live/image/gid/8/width/200/height/200/crop/1/src_region/0,0,1080,1080/187_Academic_Calendar.rev.1727815096.png"
20250406,"Well-being Lab (Room 104), Wellness & Meaning-...",8:30,11 a.m.,Heartfulness Weekly Meditation,https://events.cmu.edu/event/12996-heartfulness-weekly-meditation,,"https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,1545,1544/335_Heartfulness_Meditation.pdf.rev.1736275781.png"
20250406,,,,(Women’s Tennis) Swarthmore vs. Carnegie Mellon,https://events.cmu.edu/event/13234-womens-tennis-swarthmore-vs-carnegie-mellon,,"https://events.cmu.edu/live/image/gid/4/width/200/height/200/crop/1/src_region/0,0,400,400/27_cmu-athletics.rev.1717011793.png"
20250406,"Hunt Library, Fourth Floor",,,Here to Stay: Celebrating 40 Years at the Architecture Archives,https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the,"This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,800,800/38_archarch40_website.rev.1719341395.png"
20250406,,,,Lent / Great Lent,https://events.cmu.edu/event/12499-lent-great-lent,,
20250406,Hunt Library Gallery,,,"Like, Totally Transformative: CMU in the 1980s",https://events.cmu.edu/event/10974-like-totally-transformative-cmu-in-the-1980s,"This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,591,559/107_2024.8.26_LikeTotally_WebsiteArtboard_1.p_s_.rev.1725542721.jpg"
20250406,,,,National Arab American Heritage Month,https://events.cmu.edu/event/12523-national-arab-american-heritage-month,,"https://events.cmu.edu/live/image/gid/9/width/200/height/200/crop/1/src_region/0,0,1200,1200/287_UCM-HM24_Arab_American_Heritage_web-1200x1200.rev.1731418919.jpg"
20250406,,,,Ram Navami,https://events.cmu.edu/event/12505-ram-navami,,
20250407,"Hunt Institute for Botanical Documentation, Hunt L...",9 a.m.,5 p.m.,Uncommon Perfection: Illustrations by Derek Norman,https://events.cmu.edu/event/13612-uncommon-perfection-illustrations-by-derek-norman,"In celebration of the recent acquisition of over 200 artworks by Derek Norman, this exhibition highlights work created over the last three decades and reflects his lifelong interest in the beauty of nature.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,28,400,428/498_hibd-norman-bluebells.rev.1740000919.jpg"
20250407,Online,Noon,1 p.m.,Libraries Workshop: Analyzing Scholarly Literature Using Bibliometrics,https://events.cmu.edu/event/13102-libraries-workshop-analyzing-scholarly-literature-usin,Part 4 of the Advanced and Systematized Literature Review Methods workshop series,"https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,1080,1080/403_UNIVERSITY_LIBRARIES_WORKSHOPS_2.rev.1736799915.png"
20250407,"TechSpark High Bay, Hamerschlag Hall C101",5,7 p.m.,Drop in Mending Hours,https://events.cmu.edu/event/13506-drop-in-mending-hours,"This is an opportunity for students, faculty and staff to learn how to alter and repair clothing in a laid-back setting.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,535,534/483_square_ts_mending.rev.1739134315.png"
20250407,,6:30,7:30 p.m.,Ph.D. Student Support Group,https://events.cmu.edu/event/13209-phd-student-support-group,"The PhD Support Group offers space to confidentially discuss the stressors and challenges of navigating relationships with advisors and peers, academic milestones, academic hazing, low motivation, struggles with self-confidence, and efforts to lead a more balanced life.","https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,600,600/407_CaPS_Calendar_Ombre.rev.1736801401.png"
20250407,,,,Fall 2025 Registration Week,https://events.cmu.edu/event/12926-fall-2025-registration-week,,"https://events.cmu.edu/live/image/gid/8/width/200/height/200/crop/1/src_region/0,0,1080,1080/187_Academic_Calendar.rev.1727815096.png"
20250407,"Hunt Library, Fourth Floor",,,Here to Stay: Celebrating 40 Years at the Architecture Archives,https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the,"This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,800,800/38_archarch40_website.rev.1719341395.png"
20250407,,,,Lent / Great Lent,https://events.cmu.edu/event/12499-lent-great-lent,,
20250407,Hunt Library Gallery,,,"Like, Totally Transformative: CMU in the 1980s",https://events.cmu.edu/event/10974-like-totally-transformative-cmu-in-the-1980s,"This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,591,559/107_2024.8.26_LikeTotally_WebsiteArtboard_1.p_s_.rev.1725542721.jpg"
20250407,,,,National Arab American Heritage Month,https://events.cmu.edu/event/12523-national-arab-american-heritage-month,,"https://events.cmu.edu/live/image/gid/9/width/200/height/200/crop/1/src_region/0,0,1200,1200/287_UCM-HM24_Arab_American_Heritage_web-1200x1200.rev.1731418919.jpg"
20250408,"Hunt Institute for Botanical Documentation, Hunt L...",9 a.m.,5 p.m.,Uncommon Perfection: Illustrations by Derek Norman,https://events.cmu.edu/event/13613-uncommon-perfection-illustrations-by-derek-norman,"In celebration of the recent acquisition of over 200 artworks by Derek Norman, this exhibition highlights work created over the last three decades and reflects his lifelong interest in the beauty of nature.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,28,400,428/498_hibd-norman-bluebells.rev.1740000919.jpg"
20250408,,4,5 p.m.,Invisible Fight: Chronic Illness Support Group,https://events.cmu.edu/event/13337-invisible-fight-chronic-illness-support-group,"Living with a chronic illness/medical condition can be an isolating experience. This support group is an opportunity for students who experience chronic conditions (i.e. asthma, diabetes, autoimmune diseases, cancer, and others) to gather in community for support and validation.","https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,600,600/407_CaPS_Calendar_Ombre.rev.1736801401.png"
20250408,"Highmark Center for Health, Wellness and Athletics...",5,7 p.m.,Peer Health Advocates Drop-In Hours,https://events.cmu.edu/event/13432-peer-health-advocates-drop-in-hours,"Explore featured health topics with activities and reflection prompts, and connect with students certified to provide health and wellness support.","https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,700,700/450_PHA_Calendar_Graphic.rev.1738338708.png"
20250408,"Counseling & Psychological Services, CaPS More...",5:30,6:30 p.m.,LGBTQIA+ Support and Social Group,https://events.cmu.edu/event/13353-lgbtqia-support-and-social-group,Come join us at this safer space for LGBTQIA+ folks to socialize and support one another!,"https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,600,600/407_CaPS_Calendar_Ombre.rev.1736801401.png"
20250408,"Hunt Library, Floor 1, Studio A (106B)",6,8 p.m.,Playtest Night,https://events.cmu.edu/event/13483-playtest-night,"Join us for Playtest Night, an ongoing event series where Entertainment Technology Center and IDeATe students make their project work available for playtesting by guests.","https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,1654,1654/475_playtest_night_2025_spring_schedule.rev.1738689063.png"
20250408,,,,Fall 2025 Registration Week,https://events.cmu.edu/event/12926-fall-2025-registration-week,,"https://events.cmu.edu/live/image/gid/8/width/200/height/200/crop/1/src_region/0,0,1080,1080/187_Academic_Calendar.rev.1727815096.png"
20250408,"Hunt Library, Fourth Floor",,,Here to Stay: Celebrating 40 Years at the Architecture Archives,https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the,"This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,800,800/38_archarch40_website.rev.1719341395.png"
20250408,,,,Lent / Great Lent,https://events.cmu.edu/event/12499-lent-great-lent,,
20250408,Hunt Library Gallery,,,"Like, Totally Transformative: CMU in the 1980s",https://events.cmu.edu/event/10974-like-totally-transformative-cmu-in-the-1980s,"This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,591,559/107_2024.8.26_LikeTotally_WebsiteArtboard_1.p_s_.rev.1725542721.jpg"
20250408,,,,National Arab American Heritage Month,https://events.cmu.edu/event/12523-national-arab-american-heritage-month,,"https://events.cmu.edu/live/image/gid/9/width/200/height/200/crop/1/src_region/0,0,1200,1200/287_UCM-HM24_Arab_American_Heritage_web-1200x1200.rev.1731418919.jpg"
20250409,"Hunt Institute for Botanical Documentation, Hunt L...",9 a.m.,5 p.m.,Uncommon Perfection: Illustrations by Derek Norman,https://events.cmu.edu/event/13614-uncommon-perfection-illustrations-by-derek-norman,"In celebration of the recent acquisition of over 200 artworks by Derek Norman, this exhibition highlights work created over the last three decades and reflects his lifelong interest in the beauty of nature.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,28,400,428/498_hibd-norman-bluebells.rev.1740000919.jpg"
20250409,"The Center for Student Diversity & Inclusion, ...",Noon,1 p.m.,April MLK Reading Series: To Be Marquette by Sharon Dilworth,https://events.cmu.edu/event/13045-april-mlk-reading-series-to-be-marquette-by-sharon,"In this compelling campus novel, a college freshman exposes hidden secrets as she fights for environmental justice in Marquette.","https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,1080,1080/349_4.rev.1736537301.png"
20250409,"CaPS Office, Highmark Center for Health, Wellness ...",4,5 p.m.,Master’s Student Support Group,https://events.cmu.edu/event/13321-masters-student-support-group,The Master’s Student Support Group provides an opportunity for students to come together and discuss the unique experiences and challenges of being a Master’s student.,"https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,600,600/407_CaPS_Calendar_Ombre.rev.1736801401.png"
20250409,"Well-being Lab (Room 104), Wellness & Meaning-...",7,8 p.m.,Paws to Relax: Weekly Pet Therapy Program,https://events.cmu.edu/event/13012-paws-to-relax-weekly-pet-therapy-program,,"https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,856,845/330_Capture.rev.1736271347.PNG"
20250409,,,,Fall 2025 Registration Week,https://events.cmu.edu/event/12926-fall-2025-registration-week,,"https://events.cmu.edu/live/image/gid/8/width/200/height/200/crop/1/src_region/0,0,1080,1080/187_Academic_Calendar.rev.1727815096.png"
20250409,"Hunt Library, Fourth Floor",,,Here to Stay: Celebrating 40 Years at the Architecture Archives,https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the,"This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,800,800/38_archarch40_website.rev.1719341395.png"
20250409,,,,Lent / Great Lent,https://events.cmu.edu/event/12499-lent-great-lent,,
20250409,Hunt Library Gallery,,,"Like, Totally Transformative: CMU in the 1980s",https://events.cmu.edu/event/10974-like-totally-transformative-cmu-in-the-1980s,"This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,591,559/107_2024.8.26_LikeTotally_WebsiteArtboard_1.p_s_.rev.1725542721.jpg"
20250409,,,,National Arab American Heritage Month,https://events.cmu.edu/event/12523-national-arab-american-heritage-month,,"https://events.cmu.edu/live/image/gid/9/width/200/height/200/crop/1/src_region/0,0,1200,1200/287_UCM-HM24_Arab_American_Heritage_web-1200x1200.rev.1731418919.jpg"
20250410,"Hunt Institute for Botanical Documentation, Hunt L...",9 a.m.,5 p.m.,Uncommon Perfection: Illustrations by Derek Norman,https://events.cmu.edu/event/13615-uncommon-perfection-illustrations-by-derek-norman,"In celebration of the recent acquisition of over 200 artworks by Derek Norman, this exhibition highlights work created over the last three decades and reflects his lifelong interest in the beauty of nature.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,28,400,428/498_hibd-norman-bluebells.rev.1740000919.jpg"
20250410,"University Archives, Hunt Library 2nd Floor",10 a.m.,4 p.m.,University Archives: Drop-in Hours,https://events.cmu.edu/event/12946-university-archives-drop-in-hours,"On Thursdays between 10 a.m. and 4 p.m., the University Archives is open to researchers and the CMU community.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,1080,1080/319_dropin.rev.1733771447.png"
20250410,,,,Fall 2025 Registration Week,https://events.cmu.edu/event/12926-fall-2025-registration-week,,"https://events.cmu.edu/live/image/gid/8/width/200/height/200/crop/1/src_region/0,0,1080,1080/187_Academic_Calendar.rev.1727815096.png"
20250410,"Hunt Library, Fourth Floor",,,Here to Stay: Celebrating 40 Years at the Architecture Archives,https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the,"This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,800,800/38_archarch40_website.rev.1719341395.png"
20250410,,,,Lent / Great Lent,https://events.cmu.edu/event/12499-lent-great-lent,,
20250410,Hunt Library Gallery,,,"Like, Totally Transformative: CMU in the 1980s",https://events.cmu.edu/event/10974-like-totally-transformative-cmu-in-the-1980s,"This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,591,559/107_2024.8.26_LikeTotally_WebsiteArtboard_1.p_s_.rev.1725542721.jpg"
20250410,,,,Mahavir Jayanti,https://events.cmu.edu/event/12506-mahavir-jayanti,,
20250410,,,,National Arab American Heritage Month,https://events.cmu.edu/event/12523-national-arab-american-heritage-month,,"https://events.cmu.edu/live/image/gid/9/width/200/height/200/crop/1/src_region/0,0,1200,1200/287_UCM-HM24_Arab_American_Heritage_web-1200x1200.rev.1731418919.jpg"
20250411,"Hunt Institute for Botanical Documentation, Hunt L...",9 a.m.,5 p.m.,Uncommon Perfection: Illustrations by Derek Norman,https://events.cmu.edu/event/13616-uncommon-perfection-illustrations-by-derek-norman,"In celebration of the recent acquisition of over 200 artworks by Derek Norman, this exhibition highlights work created over the last three decades and reflects his lifelong interest in the beauty of nature.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,28,400,428/498_hibd-norman-bluebells.rev.1740000919.jpg"
20250411,Newell-Simon Hall 4305,11:30 a.m.,1 p.m.,AI-SDM Seminar: Rayid Ghani,https://events.cmu.edu/event/13439-ai-sdm-seminar-rayid-ghani,The AI Institute for Societal Decision Making (AI-SDM) invites you to engage in an intellectual discourse through our biweekly seminar series.,"https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,900,900/456_AI-SDM-logo-final.rev.1738350088.png"
20250411,"Well-Being Lab, Highmark Center for Health, Wellne...",4,5 p.m.,Snackified and Cozy Study Jams!,https://events.cmu.edu/event/13460-snackified-and-cozy-study-jams,,"https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,1920,1280/460_pexels-almapapi-2396108.rev.1738594344.jpg"
20250411,Virtual via Zoom,4,5:15 p.m.,Black Women’s Support Group (Graduate Students),https://events.cmu.edu/event/13299-black-womens-support-group-graduate-students,"A supportive, virtual space for students who identify as Black women, facilitated by Black female therapists.","https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,600,600/407_CaPS_Calendar_Ombre.rev.1736801401.png"
20250411,,,,Day of Silence,https://events.cmu.edu/event/12524-day-of-silence,,
20250411,,,,Fall 2025 Registration Week,https://events.cmu.edu/event/12926-fall-2025-registration-week,,"https://events.cmu.edu/live/image/gid/8/width/200/height/200/crop/1/src_region/0,0,1080,1080/187_Academic_Calendar.rev.1727815096.png"
20250411,"Hunt Library, Fourth Floor",,,Here to Stay: Celebrating 40 Years at the Architecture Archives,https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the,"This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,800,800/38_archarch40_website.rev.1719341395.png"
20250411,,,,Lent / Great Lent,https://events.cmu.edu/event/12499-lent-great-lent,,
20250411,Hunt Library Gallery,,,"Like, Totally Transformative: CMU in the 1980s",https://events.cmu.edu/event/10974-like-totally-transformative-cmu-in-the-1980s,"This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,591,559/107_2024.8.26_LikeTotally_WebsiteArtboard_1.p_s_.rev.1725542721.jpg"
20250411,,,,National Arab American Heritage Month,https://events.cmu.edu/event/12523-national-arab-american-heritage-month,,"https://events.cmu.edu/live/image/gid/9/width/200/height/200/crop/1/src_region/0,0,1200,1200/287_UCM-HM24_Arab_American_Heritage_web-1200x1200.rev.1731418919.jpg"
20250412,"Hunt Library, Fourth Floor",,,Here to Stay: Celebrating 40 Years at the Architecture Archives,https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the,"This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,800,800/38_archarch40_website.rev.1719341395.png"
20250412,,,,Lent / Great Lent,https://events.cmu.edu/event/12499-lent-great-lent,,
20250412,Hunt Library Gallery,,,"Like, Totally Transformative: CMU in the 1980s",https://events.cmu.edu/event/10974-like-totally-transformative-cmu-in-the-1980s,"This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,591,559/107_2024.8.26_LikeTotally_WebsiteArtboard_1.p_s_.rev.1725542721.jpg"
20250412,,,,National Arab American Heritage Month,https://events.cmu.edu/event/12523-national-arab-american-heritage-month,,"https://events.cmu.edu/live/image/gid/9/width/200/height/200/crop/1/src_region/0,0,1200,1200/287_UCM-HM24_Arab_American_Heritage_web-1200x1200.rev.1731418919.jpg"
20250412,,,,Passover,https://events.cmu.edu/event/12507-passover,,
20250413,"Well-being Lab (Room 104), Wellness & Meaning-...",8:30,11 a.m.,Heartfulness Weekly Meditation,https://events.cmu.edu/event/12997-heartfulness-weekly-meditation,,"https://events.cmu.edu/live/image/gid/6/width/200/height/200/crop/1/src_region/0,0,1545,1544/335_Heartfulness_Meditation.pdf.rev.1736275781.png"
20250413,,,,(Women’s Tennis) Duquesne vs. Carnegie Mellon,https://events.cmu.edu/event/13231-womens-tennis-duquesne-vs-carnegie-mellon,,"https://events.cmu.edu/live/image/gid/4/width/200/height/200/crop/1/src_region/0,0,400,400/27_cmu-athletics.rev.1717011793.png"
20250413,"Hunt Library, Fourth Floor",,,Here to Stay: Celebrating 40 Years at the Architecture Archives,https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the,"This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,800,800/38_archarch40_website.rev.1719341395.png"
20250413,,,,Holy Week or Passion Week,https://events.cmu.edu/event/12508-holy-week-or-passion-week,,
20250413,Hunt Library Gallery,,,"Like, Totally Transformative: CMU in the 1980s",https://events.cmu.edu/event/10974-like-totally-transformative-cmu-in-the-1980s,"This University Libraries’ exhibit is a portal to the past, a snapshot of life on campus more than four decades ago as our world began to transform!","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,0,591,559/107_2024.8.26_LikeTotally_WebsiteArtboard_1.p_s_.rev.1725542721.jpg"
20250413,,,,National Arab American Heritage Month,https://events.cmu.edu/event/12523-national-arab-american-heritage-month,,"https://events.cmu.edu/live/image/gid/9/width/200/height/200/crop/1/src_region/0,0,1200,1200/287_UCM-HM24_Arab_American_Heritage_web-1200x1200.rev.1731418919.jpg"
20250413,,,,Passover,https://events.cmu.edu/event/12507-passover,,
20250413,,,,Theravada New Year,https://events.cmu.edu/event/12509-theravada-new-year,,
20250414,"Hunt Institute for Botanical Documentation, Hunt L...",9 a.m.,5 p.m.,Uncommon Perfection: Illustrations by Derek Norman,https://events.cmu.edu/event/13617-uncommon-perfection-illustrations-by-derek-norman,"In celebration of the recent acquisition of over 200 artworks by Derek Norman, this exhibition highlights work created over the last three decades and reflects his lifelong interest in the beauty of nature.","https://events.cmu.edu/live/image/gid/3/width/200/height/200/crop/1/src_region/0,28,400,428/498_hibd-norman-bluebells.rev.1740000919.jpg"
